IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_AGE,DIM_ENV_BURDEN,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,80 plus years,Lower respiratory infections,RATE_PER_100000,0.96375,0.653,1.3037,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,80 plus years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.1084,0.06259,0.167,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,80 plus years,Chronic obstructive pulmonary disease,RATE_PER_100000,1.80068,0.72455,3.31729,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,Total years,Total,RATE_PER_100000,112.29015,80.73902,145.16881,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,25 to 29 years,Stroke,RATE_PER_100000,0.04577,0.02493,0.07199,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,30 to 34 years,Stroke,RATE_PER_100000,0.07963,0.04361,0.12462,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,40 to 44 years,Ischaemic heart disease,RATE_PER_100000,1.27673,0.84302,1.69507,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,45 to 49 years,Stroke,RATE_PER_100000,0.72378,0.3971,1.13694,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,55 to 59 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.62318,0.36616,0.95925,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,55 to 59 years,Stroke,RATE_PER_100000,1.92668,1.04903,3.04999,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,0 to 4 years,Lower respiratory infections,RATE_PER_100000,1.72629,1.24932,2.24256,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,10 to 14 years,Lower respiratory infections,RATE_PER_100000,0.15755,0.10646,0.21992,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,30 to 34 years,Ischaemic heart disease,RATE_PER_100000,0.23647,0.15513,0.31475,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,35 to 39 years,Ischaemic heart disease,RATE_PER_100000,0.47784,0.31343,0.63558,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,40 to 44 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.06526,0.0276,0.11615,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,45 to 49 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.11528,0.06792,0.17337,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,65 to 69 years,Stroke,RATE_PER_100000,3.4397,1.88062,5.41412,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,65 to 69 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.77815,0.31555,1.43201,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,75 to 79 years,Stroke,RATE_PER_100000,4.45269,2.41041,6.95425,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,Total years,Total,RATE_PER_100000,133.50164,96.17614,171.68566,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,Total years,Lower respiratory infections,RATE_PER_100000,6.96695,4.91021,9.19451,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,Total years,Ischaemic heart disease,RATE_PER_100000,90.51516,59.80691,120.11378,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,Total years,Stroke,RATE_PER_100000,25.5694,13.94934,40.12995,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,Total years,Chronic obstructive pulmonary disease,RATE_PER_100000,5.7924,2.41122,10.37905,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,0 to 4 years,Lower respiratory infections,RATE_PER_100000,1.49133,1.08181,1.93407,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,25 to 29 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.01681,0.00735,0.02964,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,30 to 34 years,Lower respiratory infections,RATE_PER_100000,0.11136,0.0777,0.14801,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,30 to 34 years,Stroke,RATE_PER_100000,0.05671,0.03112,0.08939,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,35 to 39 years,Ischaemic heart disease,RATE_PER_100000,0.28503,0.18837,0.38055,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,40 to 44 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.04323,0.02511,0.06578,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,40 to 44 years,Stroke,RATE_PER_100000,0.22813,0.12613,0.35648,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,40 to 44 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.04863,0.02145,0.08569,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,45 to 49 years,Lower respiratory infections,RATE_PER_100000,0.15623,0.10781,0.20932,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,45 to 49 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.07284,0.04305,0.1084,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,55 to 59 years,Ischaemic heart disease,RATE_PER_100000,2.39763,1.57527,3.1813,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,55 to 59 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.15804,0.06917,0.28092,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,60 to 64 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.16602,0.09805,0.24618,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,60 to 64 years,Ischaemic heart disease,RATE_PER_100000,3.74189,2.48493,4.94991,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,65 to 69 years,Lower respiratory infections,RATE_PER_100000,0.3555,0.24495,0.47679,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,65 to 69 years,Stroke,RATE_PER_100000,2.76794,1.51945,4.3554,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,70 to 74 years,Ischaemic heart disease,RATE_PER_100000,9.35378,6.21604,12.38169,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,70 to 74 years,Stroke,RATE_PER_100000,3.12649,1.71898,4.82693,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,75 to 79 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.88694,0.36401,1.64064,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,80 plus years,Stroke,RATE_PER_100000,7.55354,4.05626,11.9032,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,Total years,Lower respiratory infections,RATE_PER_100000,5.65064,3.98798,7.44974,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,Total years,"Trachea, bronchus, lung cancers",RATE_PER_100000,1.14731,0.68042,1.69868,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,Total years,Chronic obstructive pulmonary disease,RATE_PER_100000,4.31121,1.88452,7.69306,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,10 to 14 years,Lower respiratory infections,RATE_PER_100000,0.16226,0.10963,0.22672,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,15 to 19 years,Lower respiratory infections,RATE_PER_100000,0.14931,0.10225,0.20509,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,20 to 24 years,Lower respiratory infections,RATE_PER_100000,0.11469,0.08003,0.15495,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,25 to 29 years,Ischaemic heart disease,RATE_PER_100000,0.14542,0.09421,0.19496,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,30 to 34 years,Ischaemic heart disease,RATE_PER_100000,0.31225,0.20445,0.41691,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,35 to 39 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.01893,0.01148,0.02785,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,35 to 39 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.05172,0.02156,0.09266,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,40 to 44 years,Lower respiratory infections,RATE_PER_100000,0.29608,0.20163,0.40017,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,40 to 44 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.05403,0.0315,0.08138,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,40 to 44 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.0824,0.03389,0.14765,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,45 to 49 years,Lower respiratory infections,RATE_PER_100000,0.33141,0.22512,0.44941,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,50 to 54 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.35146,0.20526,0.53877,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,50 to 54 years,Ischaemic heart disease,RATE_PER_100000,3.67879,2.42226,4.89945,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,50 to 54 years,Stroke,RATE_PER_100000,1.2154,0.66399,1.91506,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,50 to 54 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.1949,0.07989,0.35222,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,55 to 59 years,Ischaemic heart disease,RATE_PER_100000,5.67319,3.72291,7.55403,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,60 to 64 years,Lower respiratory infections,RATE_PER_100000,0.50772,0.34408,0.68805,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,20 to 24 years,Lower respiratory infections,RATE_PER_100000,0.12026,0.08393,0.16309,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,25 to 29 years,Ischaemic heart disease,RATE_PER_100000,0.11705,0.07581,0.15731,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,25 to 29 years,Stroke,RATE_PER_100000,0.03973,0.02161,0.06247,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,30 to 34 years,Lower respiratory infections,RATE_PER_100000,0.12755,0.08894,0.17073,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,30 to 34 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.01777,0.01029,0.02716,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,30 to 34 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.02564,0.01104,0.04514,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,40 to 44 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.04855,0.02821,0.07347,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,45 to 49 years,Ischaemic heart disease,RATE_PER_100000,1.56639,1.02851,2.0856,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,50 to 54 years,Lower respiratory infections,RATE_PER_100000,0.25494,0.17339,0.34349,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,50 to 54 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.13889,0.05806,0.24725,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,60 to 64 years,Ischaemic heart disease,RATE_PER_100000,5.44107,3.59939,7.2338,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,65 to 69 years,Lower respiratory infections,RATE_PER_100000,0.51413,0.35112,0.692,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,65 to 69 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.49121,0.28666,0.7538,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,70 to 74 years,Lower respiratory infections,RATE_PER_100000,0.5204,0.36495,0.69468,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,75 to 79 years,Chronic obstructive pulmonary disease,RATE_PER_100000,1.22625,0.48803,2.27718,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,80 plus years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.18857,0.10958,0.28908,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Total,80 plus years,Chronic obstructive pulmonary disease,RATE_PER_100000,2.1416,0.84363,3.98281,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,10 to 14 years,Lower respiratory infections,RATE_PER_100000,0.15261,0.10293,0.21249,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,25 to 29 years,Lower respiratory infections,RATE_PER_100000,0.11149,0.07824,0.14806,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,25 to 29 years,Ischaemic heart disease,RATE_PER_100000,0.08797,0.05696,0.11933,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,25 to 29 years,Stroke,RATE_PER_100000,0.03353,0.01837,0.05327,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,30 to 34 years,Ischaemic heart disease,RATE_PER_100000,0.16123,0.10622,0.21507,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,35 to 39 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.02405,0.01379,0.03707,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,50 to 54 years,Stroke,RATE_PER_100000,0.68041,0.37079,1.0785,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,55 to 59 years,Lower respiratory infections,RATE_PER_100000,0.19621,0.13568,0.26271,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,5 to 9 years,Lower respiratory infections,RATE_PER_100000,0.18552,0.1251,0.25873,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,60 to 64 years,Lower respiratory infections,RATE_PER_100000,0.22743,0.15915,0.30368,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,60 to 64 years,Stroke,RATE_PER_100000,1.57583,0.86565,2.49253,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,60 to 64 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.26545,0.11702,0.47127,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,70 to 74 years,Lower respiratory infections,RATE_PER_100000,0.37548,0.26373,0.49979,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Female,Total years,Ischaemic heart disease,RATE_PER_100000,76.52985,50.73592,101.42341,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,30 to 34 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.02103,0.01229,0.03208,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,30 to 34 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.0282,0.01179,0.05028,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,35 to 39 years,Ischaemic heart disease,RATE_PER_100000,0.67245,0.44134,0.89679,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,45 to 49 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.16028,0.0941,0.24287,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,45 to 49 years,Ischaemic heart disease,RATE_PER_100000,2.32534,1.53036,3.09547,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,55 to 59 years,Lower respiratory infections,RATE_PER_100000,0.44606,0.30318,0.6052,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,143,Central Asia,2019,YEAR,Male,5 to 9 years,Lower respiratory infections,RATE_PER_100000,0.18683,0.12617,0.26141,PUBLISHED
