IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,DIM_PUBLISH_STATE_CODE
90E2E48,Life expectancy (at birth),WHOSIS_000001,178,Congo,2000,YEAR,Total,AMOUNT,52.11573,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,170,Colombia,2000,YEAR,Male,AMOUNT,69.71152,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,192,Cuba,2000,YEAR,Female,AMOUNT,79.03805,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,196,Cyprus,2000,YEAR,Female,AMOUNT,80.98973,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,196,Cyprus,2000,YEAR,Male,AMOUNT,76.52765,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,203,Czechia,2000,YEAR,Total,AMOUNT,74.95213,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,203,Czechia,2000,YEAR,Female,AMOUNT,78.2887,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,276,Germany,2000,YEAR,Total,AMOUNT,78.09462,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,208,Denmark,2000,YEAR,Female,AMOUNT,79.1277,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,12,Algeria,2000,YEAR,Total,AMOUNT,72.21101,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,218,Ecuador,2000,YEAR,Female,AMOUNT,77.27205,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,957,Eastern Mediterranean,2000,YEAR,Male,AMOUNT,63.51942,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,232,Eritrea,2000,YEAR,Male,AMOUNT,51.16452,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,724,Spain,2000,YEAR,Total,AMOUNT,79.08088,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,956,Europe,2000,YEAR,Total,AMOUNT,72.51141,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,956,Europe,2000,YEAR,Male,AMOUNT,68.44017,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,242,Fiji,2000,YEAR,Female,AMOUNT,68.4288,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,250,France,2000,YEAR,Male,AMOUNT,75.23779,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,583,Micronesia (Federated States of),2000,YEAR,Female,AMOUNT,64.20377,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,583,Micronesia (Federated States of),2000,YEAR,Male,AMOUNT,58.45256,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,266,Gabon,2000,YEAR,Total,AMOUNT,58.09779,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,826,United Kingdom of Great Britain and Northern Ireland,2000,YEAR,Female,AMOUNT,80.09297,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,268,Georgia,2000,YEAR,Total,AMOUNT,69.40902,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,268,Georgia,2000,YEAR,Male,AMOUNT,65.57988,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,324,Guinea,2000,YEAR,Total,AMOUNT,54.25539,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,1,World,2000,YEAR,Total,AMOUNT,66.7943,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,953,Africa,2000,YEAR,Male,AMOUNT,51.0576,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,8,Albania,2000,YEAR,Female,AMOUNT,76.91914,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,784,United Arab Emirates,2000,YEAR,Total,AMOUNT,73.18027,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,28,Antigua and Barbuda,2000,YEAR,Total,AMOUNT,74.56184,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,28,Antigua and Barbuda,2000,YEAR,Male,AMOUNT,71.99642,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,36,Australia,2000,YEAR,Total,AMOUNT,79.69334,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,40,Austria,2000,YEAR,Male,AMOUNT,75.09416,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,204,Benin,2000,YEAR,Total,AMOUNT,56.59007,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,854,Burkina Faso,2000,YEAR,Total,AMOUNT,51.64145,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,50,Bangladesh,2000,YEAR,Total,AMOUNT,65.58728,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,48,Bahrain,2000,YEAR,Male,AMOUNT,69.54983,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,44,Bahamas,2000,YEAR,Total,AMOUNT,70.93668,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,44,Bahamas,2000,YEAR,Male,AMOUNT,67.63697,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,84,Belize,2000,YEAR,Total,AMOUNT,70.34421,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,84,Belize,2000,YEAR,Female,AMOUNT,74.01778,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,76,Brazil,2000,YEAR,Female,AMOUNT,75.18223,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,52,Barbados,2000,YEAR,Total,AMOUNT,74.49873,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,64,Bhutan,2000,YEAR,Female,AMOUNT,66.59171,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,72,Botswana,2000,YEAR,Total,AMOUNT,45.58516,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,140,Central African Republic,2000,YEAR,Total,AMOUNT,44.33932,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,140,Central African Republic,2000,YEAR,Female,AMOUNT,45.52407,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,124,Canada,2000,YEAR,Total,AMOUNT,79.09756,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,756,Switzerland,2000,YEAR,Male,AMOUNT,76.89114,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,152,Chile,2000,YEAR,Total,AMOUNT,76.77242,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,152,Chile,2000,YEAR,Female,AMOUNT,79.76972,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,156,China,2000,YEAR,Female,AMOUNT,74.15446,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,384,Côte d'Ivoire,2000,YEAR,Male,AMOUNT,48.9357,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,120,Cameroon,2000,YEAR,Female,AMOUNT,54.35109,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,178,Congo,2000,YEAR,Male,AMOUNT,51.54181,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,174,Comoros,2000,YEAR,Total,AMOUNT,61.50557,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,174,Comoros,2000,YEAR,Female,AMOUNT,62.85692,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,174,Comoros,2000,YEAR,Male,AMOUNT,60.15296,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,188,Costa Rica,2000,YEAR,Female,AMOUNT,80.63433,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,192,Cuba,2000,YEAR,Total,AMOUNT,76.76054,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,192,Cuba,2000,YEAR,Male,AMOUNT,74.58501,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,276,Germany,2000,YEAR,Female,AMOUNT,80.91944,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,262,Djibouti,2000,YEAR,Male,AMOUNT,57.87146,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,208,Denmark,2000,YEAR,Male,AMOUNT,74.66221,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,214,Dominican Republic,2000,YEAR,Male,AMOUNT,70.22039,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,12,Algeria,2000,YEAR,Female,AMOUNT,73.53922,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,818,Egypt,2000,YEAR,Total,AMOUNT,69.82364,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,957,Eastern Mediterranean,2000,YEAR,Female,AMOUNT,66.67445,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,232,Eritrea,2000,YEAR,Total,AMOUNT,54.51377,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,233,Estonia,2000,YEAR,Total,AMOUNT,70.94411,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,233,Estonia,2000,YEAR,Male,AMOUNT,65.60099,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,956,Europe,2000,YEAR,Female,AMOUNT,76.64447,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,246,Finland,2000,YEAR,Male,AMOUNT,74.12837,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,250,France,2000,YEAR,Total,AMOUNT,78.91328,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,250,France,2000,YEAR,Female,AMOUNT,82.51837,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,266,Gabon,2000,YEAR,Male,AMOUNT,56.14642,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,826,United Kingdom of Great Britain and Northern Ireland,2000,YEAR,Total,AMOUNT,77.85276,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,826,United Kingdom of Great Britain and Northern Ireland,2000,YEAR,Male,AMOUNT,75.49091,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,324,Guinea,2000,YEAR,Female,AMOUNT,55.29761,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,324,Guinea,2000,YEAR,Male,AMOUNT,53.10465,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,226,Equatorial Guinea,2000,YEAR,Total,AMOUNT,54.31445,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,226,Equatorial Guinea,2000,YEAR,Male,AMOUNT,52.37481,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,300,Greece,2000,YEAR,Female,AMOUNT,80.89335,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,300,Greece,2000,YEAR,Male,AMOUNT,75.51034,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,624,Guinea-Bissau,2000,YEAR,Female,AMOUNT,52.75846,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,308,Grenada,2000,YEAR,Total,AMOUNT,71.96758,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,320,Guatemala,2000,YEAR,Total,AMOUNT,66.78309,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,340,Honduras,2000,YEAR,Female,AMOUNT,71.02383,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,191,Croatia,2000,YEAR,Total,AMOUNT,74.3574,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,4,Afghanistan,2000,YEAR,Male,AMOUNT,54.57449,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,24,Angola,2000,YEAR,Total,AMOUNT,49.30265,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,24,Angola,2000,YEAR,Female,AMOUNT,52.12018,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,24,Angola,2000,YEAR,Male,AMOUNT,46.77004,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,954,Americas,2000,YEAR,Male,AMOUNT,71.13172,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,784,United Arab Emirates,2000,YEAR,Female,AMOUNT,75.05625,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,32,Argentina,2000,YEAR,Total,AMOUNT,74.08556,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,36,Australia,2000,YEAR,Female,AMOUNT,82.24073,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,40,Austria,2000,YEAR,Total,AMOUNT,78.16925,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,40,Austria,2000,YEAR,Female,AMOUNT,80.98243,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,31,Azerbaijan,2000,YEAR,Male,AMOUNT,62.57429,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,108,Burundi,2000,YEAR,Total,AMOUNT,43.78423,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,70,Bosnia and Herzegovina,2000,YEAR,Female,AMOUNT,78.03024,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,68,Bolivia (Plurinational State of),2000,YEAR,Total,AMOUNT,66.01998,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,68,Bolivia (Plurinational State of),2000,YEAR,Female,AMOUNT,67.24576,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,96,Brunei Darussalam,2000,YEAR,Female,AMOUNT,73.68493,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,72,Botswana,2000,YEAR,Male,AMOUNT,43.89779,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,156,China,2000,YEAR,Total,AMOUNT,71.58401,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,120,Cameroon,2000,YEAR,Total,AMOUNT,52.82113,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,180,Democratic Republic of the Congo,2000,YEAR,Female,AMOUNT,54.48838,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,180,Democratic Republic of the Congo,2000,YEAR,Male,AMOUNT,50.46237,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,178,Congo,2000,YEAR,Female,AMOUNT,52.57912,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,170,Colombia,2000,YEAR,Female,AMOUNT,77.84826,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,132,Cabo Verde,2000,YEAR,Total,AMOUNT,70.97066,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,132,Cabo Verde,2000,YEAR,Male,AMOUNT,66.88631,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,188,Costa Rica,2000,YEAR,Male,AMOUNT,75.47218,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,196,Cyprus,2000,YEAR,Total,AMOUNT,78.74654,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,203,Czechia,2000,YEAR,Male,AMOUNT,71.5343,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,276,Germany,2000,YEAR,Male,AMOUNT,75.04047,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,262,Djibouti,2000,YEAR,Total,AMOUNT,59.84435,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,214,Dominican Republic,2000,YEAR,Total,AMOUNT,73.2209,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,12,Algeria,2000,YEAR,Male,AMOUNT,70.93523,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,218,Ecuador,2000,YEAR,Male,AMOUNT,71.91291,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,818,Egypt,2000,YEAR,Female,AMOUNT,72.41843,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,724,Spain,2000,YEAR,Female,AMOUNT,82.47808,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,231,Ethiopia,2000,YEAR,Male,AMOUNT,49.52137,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,246,Finland,2000,YEAR,Female,AMOUNT,80.91476,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,242,Fiji,2000,YEAR,Total,AMOUNT,65.89899,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,242,Fiji,2000,YEAR,Male,AMOUNT,63.68639,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,288,Ghana,2000,YEAR,Female,AMOUNT,60.7991,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,1,World,2000,YEAR,Female,AMOUNT,69.27016,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,270,Gambia,2000,YEAR,Total,AMOUNT,59.24446,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,270,Gambia,2000,YEAR,Female,AMOUNT,61.62589,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,320,Guatemala,2000,YEAR,Male,AMOUNT,63.31877,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,328,Guyana,2000,YEAR,Female,AMOUNT,66.505,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,328,Guyana,2000,YEAR,Male,AMOUNT,59.81106,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,340,Honduras,2000,YEAR,Total,AMOUNT,70.03738,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,332,Haiti,2000,YEAR,Male,AMOUNT,56.96631,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,191,Croatia,2000,YEAR,Female,AMOUNT,77.88135,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,348,Hungary,2000,YEAR,Total,AMOUNT,71.33797,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,348,Hungary,2000,YEAR,Female,AMOUNT,75.63371,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,348,Hungary,2000,YEAR,Male,AMOUNT,67.06995,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,360,Indonesia,2000,YEAR,Female,AMOUNT,68.5524,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,300,Greece,2000,YEAR,Total,AMOUNT,78.17218,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,308,Grenada,2000,YEAR,Male,AMOUNT,68.60365,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,328,Guyana,2000,YEAR,Total,AMOUNT,62.96075,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,332,Haiti,2000,YEAR,Female,AMOUNT,57.17622,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,356,India,2000,YEAR,Female,AMOUNT,62.92488,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,372,Ireland,2000,YEAR,Female,AMOUNT,79.02361,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,364,Iran (Islamic Republic of),2000,YEAR,Female,AMOUNT,74.61162,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,364,Iran (Islamic Republic of),2000,YEAR,Male,AMOUNT,70.72992,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,368,Iraq,2000,YEAR,Total,AMOUNT,68.77211,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,368,Iraq,2000,YEAR,Female,AMOUNT,71.25191,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,4,Afghanistan,2000,YEAR,Female,AMOUNT,55.41726,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,954,Americas,2000,YEAR,Total,AMOUNT,74.12141,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,32,Argentina,2000,YEAR,Female,AMOUNT,77.82746,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,32,Argentina,2000,YEAR,Male,AMOUNT,70.3352,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,51,Armenia,2000,YEAR,Total,AMOUNT,71.88136,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,368,Iraq,2000,YEAR,Male,AMOUNT,66.43359,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,352,Iceland,2000,YEAR,Male,AMOUNT,77.74491,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,376,Israel,2000,YEAR,Female,AMOUNT,80.66427,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,376,Israel,2000,YEAR,Male,AMOUNT,76.35535,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,380,Italy,2000,YEAR,Male,AMOUNT,76.40755,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,28,Antigua and Barbuda,2000,YEAR,Female,AMOUNT,76.95264,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,31,Azerbaijan,2000,YEAR,Total,AMOUNT,65.52002,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,31,Azerbaijan,2000,YEAR,Female,AMOUNT,68.4967,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,108,Burundi,2000,YEAR,Female,AMOUNT,45.85238,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,56,Belgium,2000,YEAR,Total,AMOUNT,77.66169,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,56,Belgium,2000,YEAR,Female,AMOUNT,80.73817,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,854,Burkina Faso,2000,YEAR,Male,AMOUNT,49.92492,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,50,Bangladesh,2000,YEAR,Female,AMOUNT,67.35784,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,50,Bangladesh,2000,YEAR,Male,AMOUNT,64.0705,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,100,Bulgaria,2000,YEAR,Total,AMOUNT,71.60985,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,372,Ireland,2000,YEAR,Male,AMOUNT,73.84161,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,364,Iran (Islamic Republic of),2000,YEAR,Total,AMOUNT,72.56416,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,376,Israel,2000,YEAR,Total,AMOUNT,78.57471,PUBLISHED
